City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
357,crib point,-38.35,145.2,51.89,93,99,15.97,AU,06/30/23
358,port macquarie,-31.4333,152.9167,47.52,72,78,4.59,AU,06/30/23
359,hervey bay,-25.2986,152.8535,51.57,63,94,10.51,AU,06/30/23
360,henties bay,-22.116,14.2845,61.68,56,0,7.49,NA,06/30/23
361,morinville,53.8001,-113.652,83.48,37,0,5.75,CA,06/30/23
362,ushumun,52.7833,126.5333,61.9,99,100,4.21,RU,06/30/23
363,tateyama,34.9833,139.8667,75.87,91,100,29.95,JP,06/30/23
364,batagay-alyta,67.8006,130.4114,52.39,58,49,4.59,RU,06/30/23
365,buraydah,26.326,43.975,97.25,9,12,9.01,SA,06/30/23
366,mao,39.8885,4.2658,73.96,64,40,12.66,ES,06/30/23
367,goreloye,52.937,41.5043,54.63,97,31,5.73,RU,06/30/23
368,tadine,-21.55,167.8833,70.36,60,44,11.43,NC,06/30/23
369,taoudenni,22.6783,-3.9836,103.6,17,1,14.47,ML,06/30/23
370,esso,55.9333,158.7,66.43,64,16,4.56,RU,06/30/23
371,tagab,34.855,69.6492,74.62,24,0,3.89,AF,06/30/23
372,kirkland lake,48.1446,-80.0377,71.89,73,97,8.05,CA,06/30/23
373,isangel,-19.55,169.2667,66.31,94,75,0.0,VU,06/30/23
374,tomatlan,19.9333,-105.25,84.16,71,100,6.4,MX,06/30/23
375,araouane,18.9048,-3.5265,79.9,64,76,29.93,ML,06/30/23
376,yurimaguas,-5.9,-76.0833,80.76,78,75,0.0,PE,06/30/23
377,san patricio,28.017,-97.5169,99.16,47,84,18.48,US,06/30/23
378,mezen,65.8522,44.24,43.93,89,16,6.71,RU,06/30/23
379,cap malheureux,-19.9842,57.6142,72.28,59,92,16.13,MU,06/30/23
380,preeceville,51.95,-102.6677,79.45,41,10,5.48,CA,06/30/23
381,peniche,39.3558,-9.3811,68.07,84,0,23.85,PT,06/30/23
382,marawi,7.9986,124.2928,69.94,93,100,1.95,PH,06/30/23
383,assiniboia,49.6334,-105.9845,82.22,34,100,6.91,CA,06/30/23
384,bozhou,33.8772,115.7703,75.09,69,98,4.7,CN,06/30/23
385,touros,-5.1989,-35.4608,77.81,82,0,14.05,BR,06/30/23
386,loncoche,-39.3667,-72.6333,49.23,97,100,2.57,CL,06/30/23
387,lichinga,-13.3128,35.2406,55.49,71,0,5.99,MZ,06/30/23
388,pokhara,28.2333,83.9833,71.37,93,100,1.52,NP,06/30/23
389,front royal,38.9182,-78.1944,85.08,57,100,0.0,US,06/30/23
390,novo aripuana,-5.1206,-60.3797,89.19,48,16,1.59,BR,06/30/23
391,karakol,42.4907,78.3936,47.75,78,25,4.61,KG,06/30/23
392,atar,20.5169,-13.0499,97.84,9,5,11.34,MR,06/30/23
393,elko,41.0002,-115.5012,82.42,23,1,5.01,US,06/30/23
394,tasiilaq,65.6145,-37.6368,42.96,98,100,2.64,GL,06/30/23
395,strelka,58.0728,93.0344,51.58,98,18,3.78,RU,06/30/23
396,sinnamary,5.3833,-52.95,81.16,82,61,9.93,GF,06/30/23
397,jaisalmer,26.9147,70.9181,87.57,62,98,18.97,IN,06/30/23
398,hendek,40.7994,30.7481,60.21,74,0,4.45,TR,06/30/23
399,muswellbrook,-32.2667,150.9,47.32,83,100,6.06,AU,06/30/23
400,sao filipe,14.8961,-24.4956,76.6,82,10,10.51,CV,06/30/23
401,kirchheim,50.8333,9.5667,59.38,84,82,0.76,DE,06/30/23
402,pandhurna,21.6,78.5167,77.05,82,99,13.56,IN,06/30/23
403,tura,25.5198,90.2201,73.92,98,100,3.62,IN,06/30/23
404,saint-georges,12.0564,-61.7485,87.48,74,20,17.27,GD,06/30/23
405,eureka,40.8021,-124.1637,70.2,74,38,8.99,US,06/30/23
406,el alto,-4.2714,-81.2147,78.46,69,0,21.07,PE,06/30/23
407,hamilton,39.1834,-84.5333,90.72,64,75,9.22,US,06/30/23
408,tautira,-17.7333,-149.15,78.76,76,38,22.5,PF,06/30/23
409,boffa,10.1667,-14.0333,79.5,92,100,3.76,GN,06/30/23
410,pocone,-16.2567,-56.6228,84.04,27,0,1.74,BR,06/30/23
411,maymyo,22.0333,96.4667,70.81,82,100,2.08,MM,06/30/23
412,churapcha,62.0025,132.4325,73.33,67,95,3.33,RU,06/30/23
413,toora-khem,52.4675,96.11,42.31,92,3,0.98,RU,06/30/23
414,kuala terengganu,5.3302,103.1408,78.75,94,20,3.44,MY,06/30/23
415,saint-augustin,51.226,-58.6502,54.9,99,100,6.06,CA,06/30/23
416,kudahuvadhoo,2.6708,72.8944,81.63,71,96,4.7,MV,06/30/23
417,ozimek,50.6794,18.2137,64.36,98,100,1.97,PL,06/30/23
418,tubuala,9.5167,-79.0333,81.75,85,100,6.44,PA,06/30/23
419,tazmalt,36.3868,4.3989,78.26,63,0,3.44,DZ,06/30/23
420,yumen,40.2833,97.2,64.47,41,6,6.31,CN,06/30/23
421,beni,0.5,29.4667,62.87,99,93,2.01,CD,06/30/23
422,vereshchagino,58.0789,54.6557,58.35,94,80,5.75,RU,06/30/23
423,micheweni,-4.9667,39.8333,74.84,85,51,13.47,TZ,06/30/23
424,plouzane,48.3833,-4.6167,62.92,100,100,14.97,FR,06/30/23
425,maldonado,-34.6667,-54.9167,52.23,59,100,3.33,UY,06/30/23
426,kourou,5.1552,-52.6478,80.65,80,67,7.92,GF,06/30/23
427,yarovoye,52.9273,78.58,53.2,87,1,7.99,RU,06/30/23
428,chilmari,25.5559,89.6715,78.01,90,98,5.53,BD,06/30/23
429,honolulu,21.3069,-157.8583,82.22,72,100,17.0,US,06/30/23
430,san jose de sisa,-6.6167,-76.6915,88.32,81,0,1.86,PE,06/30/23
431,maragogi,-9.0122,-35.2225,75.96,83,23,9.26,BR,06/30/23
432,havre-saint-pierre,50.2334,-63.5986,75.56,69,0,8.05,CA,06/30/23
433,omboue,-1.5746,9.2618,71.47,87,23,9.17,GA,06/30/23
434,vung tau,10.346,107.0843,81.91,83,100,8.9,VN,06/30/23
435,san vicente,-26.6167,-54.1333,62.4,89,6,1.25,AR,06/30/23
436,beaverlodge,55.2166,-119.4361,72.75,25,40,17.4,CA,06/30/23
437,san fernando,15.0286,120.6898,80.33,89,100,2.64,PH,06/30/23
438,mongar,27.2747,91.2396,64.24,96,100,1.99,BT,06/30/23
439,coquimbo,-29.9533,-71.3436,60.53,82,0,10.36,CL,06/30/23
440,elat,29.5581,34.9482,85.84,35,0,9.22,IL,06/30/23
441,chuka,-0.3332,37.6459,62.71,77,95,4.41,KE,06/30/23
442,guerrero negro,27.9769,-114.0611,72.3,58,8,16.71,MX,06/30/23
443,mbala,-8.8402,31.3659,57.33,55,82,9.6,ZM,06/30/23
444,klaksvik,62.2266,-6.589,50.92,82,75,1.41,FO,06/30/23
445,padang,-0.9492,100.3543,77.05,95,100,14.43,ID,06/30/23
446,askiz,53.1319,90.5264,54.46,78,99,3.62,RU,06/30/23
447,palmer,42.1584,-72.3287,84.81,53,75,6.91,US,06/30/23
448,cayenne,4.9333,-52.3333,80.64,83,100,6.91,GF,06/30/23
449,zhovti vody,48.3473,33.5003,61.38,75,16,9.04,UA,06/30/23
450,mantua,45.1667,10.7833,67.24,89,90,1.99,IT,06/30/23
451,kabo,7.6994,18.629,71.44,97,79,4.27,CF,06/30/23
452,la crosse,43.8014,-91.2396,86.56,52,40,9.22,US,06/30/23
453,keti bandar,24.1447,67.4497,84.09,82,95,17.9,PK,06/30/23
454,sergiyevsk,53.9413,51.165,62.87,90,100,3.89,RU,06/30/23
455,hualmay,-11.0964,-77.6139,71.8,71,14,9.46,PE,06/30/23
456,salinas,36.6777,-121.6555,100.56,59,0,13.8,US,06/30/23
457,diamantina,-18.2494,-43.6003,58.89,51,0,6.93,BR,06/30/23
458,wajima,37.4,136.9,72.55,97,100,4.81,JP,06/30/23
459,orapa,-21.2833,25.3667,55.53,29,98,8.3,BW,06/30/23
460,pacific grove,36.6177,-121.9166,85.39,82,0,9.22,US,06/30/23
461,zavetnoye,47.1194,43.8903,64.08,80,100,12.08,RU,06/30/23
462,kalmunai,7.4167,81.8167,80.38,79,100,4.81,LK,06/30/23
463,moju,-1.8839,-48.7689,77.61,89,100,1.21,BR,06/30/23
464,snezhnogorsk,69.1933,33.2531,46.18,80,100,6.15,RU,06/30/23
465,porbandar,21.6422,69.6093,81.77,86,100,19.35,IN,06/30/23
466,lazaro cardenas,17.9583,-102.2,79.2,87,100,22.44,MX,06/30/23
467,quelimane,-17.8786,36.8883,68.92,82,0,5.01,MZ,06/30/23
468,carauari,-4.8828,-66.8958,87.71,43,4,3.53,BR,06/30/23
469,urusha,54.05,122.9,59.61,99,100,3.42,RU,06/30/23
470,alofi,-19.0595,-169.9187,78.69,94,40,5.75,NU,06/30/23
471,dingle,10.9995,122.6711,76.46,91,99,2.44,PH,06/30/23
472,martapura,-3.4167,114.85,77.09,100,100,4.61,ID,06/30/23
473,tabas,33.5959,56.9244,98.82,12,0,6.91,IR,06/30/23
474,concepcion,-36.827,-73.0498,60.6,82,40,4.61,CL,06/30/23
475,conde,-7.2597,-34.9075,76.46,94,75,4.61,BR,06/30/23
476,canutama,-6.5339,-64.3831,88.07,46,0,1.43,BR,06/30/23
477,waverly,42.7392,-84.6208,89.53,52,40,9.71,US,06/30/23
478,uige,-7.6087,15.0613,66.63,80,21,2.15,AO,06/30/23
479,igrim,63.1906,64.4162,53.69,67,100,2.62,RU,06/30/23
480,fukue,32.6881,128.8419,74.08,96,100,12.01,JP,06/30/23
481,roros,62.5747,11.3842,48.04,93,100,8.05,NO,06/30/23
482,kano,12.0001,8.5167,87.69,62,20,6.91,NG,06/30/23
483,chara,56.9064,118.2631,63.93,74,100,0.76,RU,06/30/23
484,dongsheng,39.8161,109.9776,72.66,30,100,9.44,CN,06/30/23
485,bom jardim,-7.7958,-35.5872,70.9,89,48,8.16,BR,06/30/23
486,ornskoldsvik,63.2909,18.7153,65.35,63,100,9.22,SE,06/30/23
487,anupgarh,29.1911,73.2086,93.16,42,100,12.97,IN,06/30/23
488,kruisfontein,-34.0033,24.7314,52.02,86,4,6.38,ZA,06/30/23
489,merauke,-8.4667,140.3333,76.64,88,98,9.75,ID,06/30/23
490,amahai,-3.3333,128.9167,81.0,90,68,4.43,ID,06/30/23
491,naze,28.3667,129.4833,77.92,89,98,15.99,JP,06/30/23
492,gamba,-2.65,10.0,69.42,94,4,5.41,GA,06/30/23
493,bowen,-20.0167,148.2333,60.33,66,9,8.61,AU,06/30/23
494,kibaya,-5.3,36.5667,53.17,97,87,3.96,TZ,06/30/23
495,tres arroyos,-38.3739,-60.2798,49.48,57,100,7.38,AR,06/30/23
496,ayorou,14.7308,0.9174,97.95,30,8,7.31,NE,06/30/23
497,san quintin,30.4833,-115.95,70.47,66,0,14.36,MX,06/30/23
498,sioni,41.9895,45.0239,57.56,94,99,9.24,GE,06/30/23
499,saint-denis,48.9167,2.3333,68.16,61,0,12.66,FR,06/30/23
500,sistranda,63.7256,8.834,53.56,87,85,6.29,NO,06/30/23
501,villanueva de cordoba,38.3228,-4.6287,74.01,30,0,6.46,ES,06/30/23
502,puerto carreno,6.189,-67.4859,80.58,83,40,5.75,CO,06/30/23
503,ugoofaaru,5.6667,73.0,82.22,73,59,7.72,MV,06/30/23
504,kayerkan,69.3497,87.7602,53.53,100,81,4.25,RU,06/30/23
505,salo,45.6086,10.531,68.86,90,100,0.31,IT,06/30/23
506,tamandare,-8.7597,-35.1047,75.92,84,41,8.72,BR,06/30/23
507,prince rupert,54.3161,-130.3201,58.69,67,0,5.75,CA,06/30/23
508,conakry,9.538,-13.6773,84.27,70,75,6.91,GN,06/30/23
509,nokaneng,-19.6667,22.2667,54.54,24,82,6.91,BW,06/30/23
510,weiser,44.251,-116.9693,94.32,27,0,1.01,US,06/30/23
511,yaan,7.3833,8.5667,77.49,82,94,5.66,NG,06/30/23
512,friedberg,48.3569,10.9846,64.06,87,75,4.61,DE,06/30/23
513,mindif,10.3976,14.4363,85.78,50,17,6.08,CM,06/30/23
514,ambilobe,-13.2,49.05,66.72,79,11,4.9,MG,06/30/23
515,esperance,-33.8667,121.9,50.41,69,87,7.7,AU,06/30/23
516,derzhavinsk,51.1,66.3167,64.72,63,78,9.6,KZ,06/30/23
517,korla,41.7597,86.1469,72.45,35,3,12.73,CN,06/30/23
518,viedma,-40.8135,-62.9967,50.59,52,100,8.23,AR,06/30/23
519,alanganallur,10.0667,78.05,80.65,73,56,4.03,IN,06/30/23
520,rosdorf,51.5,9.9,57.24,86,99,2.53,DE,06/30/23
521,acapulco,16.8634,-99.8901,85.82,66,100,3.44,MX,06/30/23
522,kutum,14.2,24.6667,86.76,24,63,7.16,SD,06/30/23
523,williams lake,52.1415,-122.1445,83.05,30,20,5.75,CA,06/30/23
524,plettenberg bay,-34.0527,23.3716,55.8,75,7,5.73,ZA,06/30/23
525,jiujiang,29.7333,115.9833,77.63,95,74,3.47,CN,06/30/23
526,dali,25.7,100.1833,64.04,95,100,5.19,CN,06/30/23
527,tutoia,-2.7619,-42.2744,78.51,87,0,6.98,BR,06/30/23
528,boqueirao,-7.5,-36.1333,72.95,82,55,9.51,BR,06/30/23
529,pallasovka,50.05,46.8833,65.82,63,98,7.96,RU,06/30/23
530,adrar,20.5022,-10.0711,97.92,14,87,8.75,MR,06/30/23
531,dimona,31.0667,35.0333,69.71,73,0,9.55,IL,06/30/23
532,sabha,27.0377,14.4283,91.13,15,0,12.8,LY,06/30/23
533,sibolga,1.7427,98.7792,76.3,96,100,16.08,ID,06/30/23
534,kaseda,31.4167,130.3167,77.4,93,100,20.29,JP,06/30/23
535,rivadavia,-33.1905,-68.4608,60.17,31,0,5.77,AR,06/30/23
536,marathon,44.9,-89.7668,85.24,46,20,11.5,US,06/30/23
537,rognan,67.0953,15.3878,59.05,55,18,4.54,NO,06/30/23
538,sishui,35.6489,117.2758,74.07,79,100,3.76,CN,06/30/23
539,gouyave,12.1646,-61.7296,86.77,74,20,17.27,GD,06/30/23
540,rampur,28.8167,79.0333,77.83,83,100,12.88,IN,06/30/23
541,sao miguel dos campos,-9.7811,-36.0936,78.3,92,21,5.39,BR,06/30/23
542,lakes entrance,-37.8811,147.981,50.16,74,100,18.5,AU,06/30/23
543,tenenkou,14.4572,-4.9169,89.98,47,100,11.16,ML,06/30/23
544,contamana,-7.3333,-75.0167,86.81,52,42,3.29,PE,06/30/23
545,krasnyy chikoy,50.3643,108.7512,51.1,92,92,1.1,RU,06/30/23
546,egvekinot,66.3167,-179.1667,38.48,97,100,6.55,RU,06/30/23
547,troitskoye,52.9821,84.6757,53.49,98,79,8.68,RU,06/30/23
548,ovsyanka,55.9575,92.5519,51.22,95,14,4.79,RU,06/30/23
549,nara,34.6851,135.8049,73.9,95,100,5.93,JP,06/30/23
550,hammerfest,70.6634,23.6821,54.05,71,0,11.5,NO,06/30/23
551,nanlong,31.3533,106.0631,74.05,93,100,1.34,CN,06/30/23
552,bridlington,54.0831,-0.1919,64.89,94,100,5.01,GB,06/30/23
553,miyako,39.6367,141.9525,70.65,85,99,5.32,JP,06/30/23
